year_month	county	hd	sd	cd	party	count
11/1/2014	DESCHUTES	55	28	2	Independent Party	519
11/1/2014	DESCHUTES	55	28	2	NAV+	1940
11/1/2014	DESCHUTES	55	28	2	Republican	2967
11/1/2014	DESCHUTES	59	30	2	Democrat	3467
11/1/2014	DESCHUTES	59	30	2	Independent Party	755
11/1/2014	DESCHUTES	59	30	2	NAV+	2703
11/1/2014	DESCHUTES	59	30	2	Republican	5700
11/1/2014	DOUGLAS	1	1	4	Democrat	2392
11/1/2014	DOUGLAS	1	1	4	Independent Party	419
11/1/2014	DOUGLAS	1	1	4	NAV+	1831
11/1/2014	DOUGLAS	1	1	4	Republican	4702
11/1/2014	DOUGLAS	2	1	4	Democrat	8498
11/1/2014	DOUGLAS	2	1	4	Independent Party	1482
11/1/2014	DOUGLAS	2	1	4	NAV+	6919
11/1/2014	DOUGLAS	2	1	4	Republican	12327
11/1/2014	DOUGLAS	7	4	4	Democrat	4976
11/1/2014	DOUGLAS	7	4	4	Independent Party	1000
11/1/2014	DOUGLAS	7	4	4	NAV+	4441
11/1/2014	DOUGLAS	7	4	4	Republican	8166
11/1/2014	DOUGLAS	9	5	4	Democrat	1101
11/1/2014	DOUGLAS	9	5	4	Independent Party	181
11/1/2014	DOUGLAS	9	5	4	NAV+	658
11/1/2014	DOUGLAS	9	5	4	Republican	1113
11/1/2014	GILLIAM	57	29	2	Democrat	315
11/1/2014	GILLIAM	57	29	2	Independent Party	53
11/1/2014	GILLIAM	57	29	2	NAV+	267
11/1/2014	GILLIAM	57	29	2	Republican	545
11/1/2014	GRANT	60	30	2	Democrat	1016
11/1/2014	GRANT	60	30	2	Independent Party	202
11/1/2014	GRANT	60	30	2	NAV+	940
11/1/2014	GRANT	60	30	2	Republican	2273
11/1/2014	HARNEY	60	30	2	Democrat	912
11/1/2014	HARNEY	60	30	2	Independent Party	175
11/1/2014	HARNEY	60	30	2	NAV+	867
11/1/2014	HARNEY	60	30	2	Republican	2189
11/1/2014	HOOD RIVER	52	26	2	Democrat	4704
11/1/2014	HOOD RIVER	52	26	2	Independent Party	551
11/1/2014	HOOD RIVER	52	26	2	NAV+	3322
11/1/2014	HOOD RIVER	52	26	2	Republican	2937
11/1/2014	JACKSON	2	1	2	Democrat	240
11/1/2014	JACKSON	2	1	2	Independent Party	73
11/1/2014	JACKSON	2	1	2	NAV+	250
11/1/2014	JACKSON	2	1	2	Republican	388
11/1/2014	JACKSON	4	2	2	Democrat	7552
11/1/2014	JACKSON	4	2	2	Independent Party	2032
11/1/2014	JACKSON	4	2	2	NAV+	7983
11/1/2014	JACKSON	4	2	2	Republican	13847
11/1/2014	JACKSON	5	3	2	Democrat	18125
11/1/2014	JACKSON	5	3	2	Independent Party	2338
11/1/2014	JACKSON	5	3	2	NAV+	11235
11/1/2014	JACKSON	5	3	2	Republican	11427
11/1/2014	JACKSON	6	3	2	Democrat	9908
11/1/2014	JACKSON	6	3	2	Independent Party	2150
11/1/2014	JACKSON	6	3	2	NAV+	9127
11/1/2014	JACKSON	6	3	2	Republican	13061
11/1/2014	JACKSON	55	28	2	Democrat	2905
11/1/2014	JACKSON	55	28	2	Independent Party	740
11/1/2014	JACKSON	55	28	2	NAV+	3092
11/1/2014	JACKSON	55	28	2	Republican	5500
11/1/2014	JEFFERSON	59	30	2	Democrat	3023
11/1/2014	JEFFERSON	59	30	2	Independent Party	616
11/1/2014	JEFFERSON	59	30	2	NAV+	2518
11/1/2014	JEFFERSON	59	30	2	Republican	3990
11/1/2014	JOSEPHINE	1	1	4	Democrat	645
11/1/2014	JOSEPHINE	1	1	4	Independent Party	147
11/1/2014	JOSEPHINE	1	1	4	NAV+	778
11/1/2014	JOSEPHINE	1	1	4	Republican	965
11/1/2014	JOSEPHINE	2	1	4	Democrat	825
11/1/2014	JOSEPHINE	2	1	4	Independent Party	226
11/1/2014	JOSEPHINE	2	1	4	NAV+	906
11/1/2014	JOSEPHINE	2	1	4	Republican	1507
11/1/2014	JOSEPHINE	3	2	2	Democrat	6850
11/1/2014	JOSEPHINE	3	2	2	Independent Party	1597
11/1/2014	JOSEPHINE	3	2	2	NAV+	6835
11/1/2014	JOSEPHINE	3	2	2	Republican	10906
11/1/2014	JOSEPHINE	3	2	4	Democrat	3720
11/1/2014	JOSEPHINE	3	2	4	Independent Party	763
11/1/2014	JOSEPHINE	3	2	4	NAV+	3837
11/1/2014	JOSEPHINE	3	2	4	Republican	4784
11/1/2014	JOSEPHINE	4	2	2	Democrat	1380
11/1/2014	JOSEPHINE	4	2	2	Independent Party	315
11/1/2014	JOSEPHINE	4	2	2	NAV+	1298
11/1/2014	JOSEPHINE	4	2	2	Republican	2577
11/1/2014	JOSEPHINE	4	2	4	Democrat	104
11/1/2014	JOSEPHINE	4	2	4	Independent Party	24
11/1/2014	JOSEPHINE	4	2	4	NAV+	115
11/1/2014	JOSEPHINE	4	2	4	Republican	183
11/1/2014	KLAMATH	5	3	2	NAV+	0
11/1/2014	KLAMATH	55	28	2	Democrat	1173
11/1/2014	KLAMATH	55	28	2	Independent Party	289
11/1/2014	KLAMATH	55	28	2	NAV+	1023
11/1/2014	KLAMATH	55	28	2	Republican	1836
11/1/2014	KLAMATH	56	28	2	Democrat	6866
11/1/2014	KLAMATH	56	28	2	Independent Party	1587
11/1/2014	KLAMATH	56	28	2	NAV+	6618
11/1/2014	KLAMATH	56	28	2	Republican	14237
11/1/2014	LAKE	55	28	2	Democrat	278
11/1/2014	LAKE	55	28	2	Independent Party	86
11/1/2014	LAKE	55	28	2	NAV+	291
11/1/2014	LAKE	55	28	2	Republican	672
11/1/2014	LAKE	56	28	2	Democrat	490
11/1/2014	LAKE	56	28	2	Independent Party	123
11/1/2014	LAKE	56	28	2	NAV+	449
11/1/2014	LAKE	56	28	2	Republican	1321
11/1/2014	LAKE	60	30	2	Democrat	58
11/1/2014	LAKE	60	30	2	Independent Party	22
11/1/2014	LAKE	60	30	2	NAV+	43
11/1/2014	LAKE	60	30	2	Republican	253
11/1/2014	LANE	7	4	4	Democrat	6455
11/1/2014	LANE	7	4	4	Independent Party	882
11/1/2014	LANE	7	4	4	NAV+	4534
11/1/2014	LANE	7	4	4	Republican	6103
11/1/2014	LANE	8	4	4	Democrat	20137
11/1/2014	LANE	8	4	4	Independent Party	1809
11/1/2014	LANE	8	4	4	NAV+	11189
11/1/2014	LANE	8	4	4	Republican	8763
11/1/2014	LANE	9	5	4	Democrat	4382
11/1/2014	LANE	9	5	4	Independent Party	700
11/1/2014	LANE	9	5	4	NAV+	2578
11/1/2014	LANE	9	5	4	Republican	3784
11/1/2014	LANE	11	6	4	Democrat	12731
11/1/2014	LANE	11	6	4	Independent Party	1384
11/1/2014	LANE	11	6	4	NAV+	7759
11/1/2014	LANE	11	6	4	Republican	7586
11/1/2014	LANE	12	6	4	Democrat	12577
11/1/2014	LANE	12	6	4	Independent Party	1647
11/1/2014	LANE	12	6	4	NAV+	9406
11/1/2014	LANE	12	6	4	Republican	8691
11/1/2014	LANE	13	7	4	Democrat	16397
11/1/2014	LANE	13	7	4	Independent Party	1968
11/1/2014	LANE	13	7	4	NAV+	10479
11/1/2014	LANE	13	7	4	Republican	9783
11/1/2014	LANE	14	7	4	Democrat	14389
11/1/2014	LANE	14	7	4	Independent Party	1864
11/1/2014	LANE	14	7	4	NAV+	10316
11/1/2014	LANE	14	7	4	Republican	10582
11/1/2014	LINCOLN	9	5	5	Democrat	284
11/1/2014	LINCOLN	9	5	5	Independent Party	31
11/1/2014	LINCOLN	9	5	5	NAV+	106
11/1/2014	LINCOLN	9	5	5	Republican	120
11/1/2014	LINCOLN	10	5	5	Democrat	10828
11/1/2014	LINCOLN	10	5	5	Independent Party	1556
11/1/2014	LINCOLN	10	5	5	NAV+	7268
11/1/2014	LINCOLN	10	5	5	Republican	6927
11/1/2014	LINN	11	6	4	Democrat	2297
11/1/2014	LINN	11	6	4	Independent Party	484
11/1/2014	LINN	11	6	4	NAV+	2034
11/1/2014	LINN	11	6	4	Republican	3922
11/1/2014	LINN	15	8	4	Democrat	9479
11/1/2014	LINN	15	8	4	Independent Party	1648
11/1/2014	LINN	15	8	4	NAV+	7916
11/1/2014	LINN	15	8	4	Republican	10388
11/1/2014	LINN	17	9	4	Democrat	7808
11/1/2014	LINN	17	9	4	Independent Party	1530
11/1/2014	LINN	17	9	4	NAV+	7191
11/1/2014	LINN	17	9	4	Republican	10116
11/1/2014	MALHEUR	60	30	2	Democrat	2573
11/1/2014	MALHEUR	60	30	2	Independent Party	438
11/1/2014	MALHEUR	60	30	2	NAV+	3200
11/1/2014	MALHEUR	60	30	2	Republican	5972
11/1/2014	MARION	17	9	5	Democrat	2574
11/1/2014	MARION	17	9	5	Independent Party	406
11/1/2014	MARION	17	9	5	NAV+	2114
11/1/2014	MARION	17	9	5	Republican	4038
11/1/2014	MARION	18	9	5	Democrat	5891
11/1/2014	MARION	18	9	5	Independent Party	932
11/1/2014	MARION	18	9	5	NAV+	4514
11/1/2014	MARION	18	9	5	Republican	8179
11/1/2014	MARION	19	10	5	Democrat	11391
11/1/2014	MARION	19	10	5	Independent Party	1733
11/1/2014	MARION	19	10	5	NAV+	8529
11/1/2014	MARION	19	10	5	Republican	13514
11/1/2014	MARION	20	10	5	Democrat	4689
11/1/2014	MARION	20	10	5	Independent Party	530
11/1/2014	MARION	20	10	5	NAV+	2836
11/1/2014	MARION	20	10	5	Republican	4607
11/1/2014	MARION	21	11	5	Democrat	11023
11/1/2014	MARION	21	11	5	Independent Party	1356
11/1/2014	MARION	21	11	5	NAV+	8081
11/1/2014	MARION	21	11	5	Republican	7457
11/1/2014	MARION	22	11	5	Democrat	7867
11/1/2014	MARION	22	11	5	Independent Party	999
11/1/2014	MARION	22	11	5	NAV+	6601
11/1/2014	MARION	22	11	5	Republican	5730
11/1/2014	MARION	23	12	5	Democrat	1446
11/1/2014	MARION	23	12	5	Independent Party	250
11/1/2014	MARION	23	12	5	NAV+	1247
11/1/2014	MARION	23	12	5	Republican	2370
11/1/2014	MARION	25	13	5	Democrat	6716
11/1/2014	MARION	25	13	5	Independent Party	1052
11/1/2014	MARION	25	13	5	NAV+	5234
11/1/2014	MARION	25	13	5	Republican	8347
11/1/2014	MARION	39	20	5	Democrat	9
11/1/2014	MARION	39	20	5	Independent Party	5
11/1/2014	MARION	39	20	5	NAV+	10
11/1/2014	MARION	39	20	5	Republican	21
11/1/2014	MARION	59	30	5	NAV+	0
11/1/2014	MORROW	57	29	2	Democrat	1265
11/1/2014	MORROW	57	29	2	Independent Party	258
11/1/2014	MORROW	57	29	2	NAV+	1315
11/1/2014	MORROW	57	29	2	Republican	1921
11/1/2014	MULTNOMAH	27	14	1	Democrat	39
11/1/2014	MULTNOMAH	27	14	1	Independent Party	2
11/1/2014	MULTNOMAH	27	14	1	NAV+	7
11/1/2014	MULTNOMAH	27	14	1	Republican	13
11/1/2014	MULTNOMAH	27	14	3	Democrat	738
11/1/2014	MULTNOMAH	27	14	3	Independent Party	44
11/1/2014	MULTNOMAH	27	14	3	NAV+	256
11/1/2014	MULTNOMAH	27	14	3	Republican	415
11/1/2014	MULTNOMAH	31	16	1	Democrat	1788
11/1/2014	MULTNOMAH	31	16	1	Independent Party	140
11/1/2014	MULTNOMAH	31	16	1	NAV+	1003
11/1/2014	MULTNOMAH	31	16	1	Republican	922
11/1/2014	MULTNOMAH	33	17	1	Democrat	7296
11/1/2014	MULTNOMAH	33	17	1	Independent Party	696
11/1/2014	MULTNOMAH	33	17	1	NAV+	3924
11/1/2014	MULTNOMAH	33	17	1	Republican	1872
11/1/2014	MULTNOMAH	35	18	1	Democrat	2250
11/1/2014	MULTNOMAH	35	18	1	Independent Party	170
11/1/2014	MULTNOMAH	35	18	1	NAV+	986
11/1/2014	MULTNOMAH	35	18	1	Republican	733
11/1/2014	MULTNOMAH	35	18	3	Democrat	433
11/1/2014	MULTNOMAH	35	18	3	Independent Party	25
11/1/2014	MULTNOMAH	35	18	3	NAV+	203
11/1/2014	MULTNOMAH	35	18	3	Republican	101
11/1/2014	MULTNOMAH	35	18	5	Democrat	443
11/1/2014	MULTNOMAH	35	18	5	Independent Party	40
11/1/2014	MULTNOMAH	35	18	5	NAV+	230
11/1/2014	MULTNOMAH	35	18	5	Republican	211
11/1/2014	MULTNOMAH	36	18	1	Democrat	8121
11/1/2014	MULTNOMAH	36	18	1	Independent Party	646
11/1/2014	MULTNOMAH	36	18	1	NAV+	4018
11/1/2014	MULTNOMAH	36	18	1	Republican	1936
11/1/2014	MULTNOMAH	36	18	3	Democrat	15304
11/1/2014	MULTNOMAH	36	18	3	Independent Party	1608
11/1/2014	MULTNOMAH	36	18	3	NAV+	9714
11/1/2014	MULTNOMAH	36	18	3	Republican	3767
11/1/2014	MULTNOMAH	38	19	3	Democrat	9894
11/1/2014	MULTNOMAH	38	19	3	Independent Party	819
11/1/2014	MULTNOMAH	38	19	3	NAV+	4790
11/1/2014	MULTNOMAH	38	19	3	Republican	2844
11/1/2014	MULTNOMAH	38	19	5	Democrat	1280
11/1/2014	MULTNOMAH	38	19	5	Independent Party	98
11/1/2014	MULTNOMAH	38	19	5	NAV+	551
11/1/2014	MULTNOMAH	38	19	5	Republican	573
11/1/2014	MULTNOMAH	41	21	3	Democrat	9735
11/1/2014	MULTNOMAH	41	21	3	Independent Party	642
11/1/2014	MULTNOMAH	41	21	3	NAV+	4591
11/1/2014	MULTNOMAH	41	21	3	Republican	1935
11/1/2014	MULTNOMAH	42	21	3	Democrat	25783
11/1/2014	MULTNOMAH	42	21	3	Independent Party	1815
11/1/2014	MULTNOMAH	42	21	3	NAV+	15971
11/1/2014	MULTNOMAH	42	21	3	Republican	2579
11/1/2014	MULTNOMAH	43	22	3	Democrat	28003
11/1/2014	MULTNOMAH	43	22	3	Independent Party	1612
11/1/2014	MULTNOMAH	43	22	3	NAV+	14701
11/1/2014	MULTNOMAH	43	22	3	Republican	2415
11/1/2014	MULTNOMAH	44	22	3	Democrat	20689
11/1/2014	MULTNOMAH	44	22	3	Independent Party	1459
11/1/2014	MULTNOMAH	44	22	3	NAV+	12899
11/1/2014	MULTNOMAH	44	22	3	Republican	3269
11/1/2014	MULTNOMAH	45	23	3	Democrat	23124
11/1/2014	MULTNOMAH	45	23	3	Independent Party	1586
11/1/2014	MULTNOMAH	45	23	3	NAV+	11618
11/1/2014	MULTNOMAH	45	23	3	Republican	5394
11/1/2014	MULTNOMAH	46	23	3	Democrat	20544
11/1/2014	MULTNOMAH	46	23	3	Independent Party	1492
11/1/2014	MULTNOMAH	46	23	3	NAV+	12612
11/1/2014	MULTNOMAH	46	23	3	Republican	4423
11/1/2014	MULTNOMAH	47	24	3	Democrat	13822
11/1/2014	MULTNOMAH	47	24	3	Independent Party	1212
11/1/2014	MULTNOMAH	47	24	3	NAV+	10021
11/1/2014	MULTNOMAH	47	24	3	Republican	6091
11/1/2014	MULTNOMAH	48	24	3	Democrat	5991
11/1/2014	MULTNOMAH	48	24	3	Independent Party	580
11/1/2014	MULTNOMAH	48	24	3	NAV+	5495
11/1/2014	MULTNOMAH	48	24	3	Republican	2132
11/1/2014	MULTNOMAH	48	24	5	Democrat	525
11/1/2014	MULTNOMAH	48	24	5	Independent Party	65
11/1/2014	MULTNOMAH	48	24	5	NAV+	452
11/1/2014	MULTNOMAH	48	24	5	Republican	368
11/1/2014	MULTNOMAH	49	25	3	Democrat	11732
11/1/2014	MULTNOMAH	49	25	3	Independent Party	1456
11/1/2014	MULTNOMAH	49	25	3	NAV+	9495
11/1/2014	MULTNOMAH	49	25	3	Republican	7791
11/1/2014	MULTNOMAH	50	25	3	Democrat	11792
11/1/2014	MULTNOMAH	50	25	3	Independent Party	1419
11/1/2014	MULTNOMAH	50	25	3	NAV+	9326
11/1/2014	MULTNOMAH	50	25	3	Republican	8710
11/1/2014	MULTNOMAH	51	26	3	Democrat	6027
11/1/2014	MULTNOMAH	51	26	3	Independent Party	618
11/1/2014	MULTNOMAH	51	26	3	NAV+	5021
11/1/2014	MULTNOMAH	51	26	3	Republican	3401
11/1/2014	MULTNOMAH	52	26	3	Democrat	2707
11/1/2014	MULTNOMAH	52	26	3	Independent Party	351
11/1/2014	MULTNOMAH	52	26	3	NAV+	2017
11/1/2014	MULTNOMAH	52	26	3	Republican	2824
11/1/2014	POLK	10	5	5	Democrat	538
11/1/2014	POLK	10	5	5	Independent Party	92
11/1/2014	POLK	10	5	5	NAV+	507
11/1/2014	POLK	10	5	5	Republican	416
11/1/2014	POLK	20	10	5	Democrat	8487
11/1/2014	POLK	20	10	5	Independent Party	1309
11/1/2014	POLK	20	10	5	NAV+	6190
11/1/2014	POLK	20	10	5	Republican	8549
11/1/2014	POLK	23	12	5	Democrat	5452
11/1/2014	POLK	23	12	5	Independent Party	852
11/1/2014	POLK	23	12	5	NAV+	4165
11/1/2014	POLK	23	12	5	Republican	7682
11/1/2014	SHERMAN	57	29	2	Democrat	303
11/1/2014	SHERMAN	57	29	2	Independent Party	39
11/1/2014	SHERMAN	57	29	2	NAV+	248
11/1/2014	SHERMAN	57	29	2	Republican	571
11/1/2014	TILLAMOOK	10	5	5	Democrat	1868
11/1/2014	TILLAMOOK	10	5	5	Independent Party	234
11/1/2014	TILLAMOOK	10	5	5	NAV+	1125
11/1/2014	TILLAMOOK	10	5	5	Republican	1687
11/1/2014	TILLAMOOK	32	16	5	Democrat	3709
11/1/2014	TILLAMOOK	32	16	5	Independent Party	409
11/1/2014	TILLAMOOK	32	16	5	NAV+	2412
11/1/2014	TILLAMOOK	32	16	5	Republican	2996
11/1/2014	UMATILLA	57	29	2	Democrat	4295
11/1/2014	UMATILLA	57	29	2	Independent Party	824
11/1/2014	UMATILLA	57	29	2	NAV+	5517
11/1/2014	UMATILLA	57	29	2	Republican	6469
11/1/2014	UMATILLA	58	29	2	Democrat	3955
11/1/2014	UMATILLA	58	29	2	Independent Party	772
11/1/2014	UMATILLA	58	29	2	NAV+	4042
11/1/2014	UMATILLA	58	29	2	Republican	6458
11/1/2014	UNION	58	29	2	Democrat	3750
11/1/2014	UNION	58	29	2	Independent Party	734
11/1/2014	UNION	58	29	2	NAV+	3480
11/1/2014	UNION	58	29	2	Republican	6824
11/1/2014	WALLOWA	58	29	2	Democrat	1169
11/1/2014	WALLOWA	58	29	2	Independent Party	180
11/1/2014	WALLOWA	58	29	2	NAV+	914
11/1/2014	WALLOWA	58	29	2	Republican	2445
11/1/2014	WASCO	57	29	2	Democrat	335
11/1/2014	WASCO	57	29	2	Independent Party	56
11/1/2014	WASCO	57	29	2	NAV+	348
11/1/2014	WASCO	57	29	2	Republican	578
11/1/2014	WASCO	59	30	2	Democrat	4322
11/1/2014	WASCO	59	30	2	Independent Party	530
11/1/2014	WASCO	59	30	2	NAV+	3159
11/1/2014	WASCO	59	30	2	Republican	3682
11/1/2014	WASHINGTON	24	12	1	Democrat	2427
11/1/2014	WASHINGTON	24	12	1	Independent Party	334
11/1/2014	WASHINGTON	24	12	1	NAV+	2063
11/1/2014	WASHINGTON	24	12	1	Republican	2624
11/1/2014	WASHINGTON	25	13	1	Democrat	2
11/1/2014	WASHINGTON	26	13	1	Democrat	9401
11/1/2014	WASHINGTON	26	13	1	Independent Party	1351
11/1/2014	WASHINGTON	26	13	1	NAV+	7143
11/1/2014	WASHINGTON	26	13	1	Republican	10384
11/1/2014	WASHINGTON	27	14	1	Democrat	15571
11/1/2014	WASHINGTON	27	14	1	Independent Party	1716
11/1/2014	WASHINGTON	27	14	1	NAV+	9806
11/1/2014	WASHINGTON	27	14	1	Republican	9698
11/1/2014	WASHINGTON	28	14	1	Democrat	13129
11/1/2014	WASHINGTON	28	14	1	Independent Party	1560
11/1/2014	WASHINGTON	28	14	1	NAV+	10490
11/1/2014	WASHINGTON	28	14	1	Republican	8955
11/1/2014	WASHINGTON	29	15	1	Democrat	10532
11/1/2014	WASHINGTON	29	15	1	Independent Party	1329
11/1/2014	WASHINGTON	29	15	1	NAV+	9599
11/1/2014	WASHINGTON	29	15	1	Republican	8295
11/1/2014	WASHINGTON	30	15	1	Democrat	12097
11/1/2014	WASHINGTON	30	15	1	Independent Party	1672
11/1/2014	WASHINGTON	30	15	1	NAV+	11059
11/1/2014	WASHINGTON	30	15	1	Republican	9717
11/1/2014	WASHINGTON	31	16	1	Democrat	1842
11/1/2014	WASHINGTON	31	16	1	Independent Party	224
11/1/2014	WASHINGTON	31	16	1	NAV+	1684
11/1/2014	WASHINGTON	31	16	1	Republican	1811
11/1/2014	WASHINGTON	32	16	1	Democrat	1963
11/1/2014	WASHINGTON	32	16	1	Independent Party	259
11/1/2014	WASHINGTON	32	16	1	NAV+	1741
11/1/2014	WASHINGTON	32	16	1	Republican	2384
11/1/2014	WASHINGTON	33	17	1	Democrat	10534
11/1/2014	WASHINGTON	33	17	1	Independent Party	1235
11/1/2014	WASHINGTON	33	17	1	NAV+	8129
11/1/2014	WASHINGTON	33	17	1	Republican	7784
11/1/2014	WASHINGTON	34	17	1	Democrat	14430
11/1/2014	WASHINGTON	34	17	1	Independent Party	1610
11/1/2014	WASHINGTON	34	17	1	NAV+	10665
11/1/2014	WASHINGTON	34	17	1	Republican	8456
11/1/2014	WASHINGTON	35	18	1	Democrat	13105
11/1/2014	WASHINGTON	35	18	1	Independent Party	1542
11/1/2014	WASHINGTON	35	18	1	NAV+	8695
11/1/2014	WASHINGTON	35	18	1	Republican	9535
11/1/2014	WASHINGTON	37	19	1	Democrat	5171
11/1/2014	WASHINGTON	37	19	1	Independent Party	750
11/1/2014	WASHINGTON	37	19	1	NAV+	3736
11/1/2014	WASHINGTON	37	19	1	Republican	4868
11/1/2014	WASHINGTON	38	19	1	NAV+	0
11/1/2014	WHEELER	59	30	2	Democrat	260
11/1/2014	WHEELER	59	30	2	Independent Party	39
11/1/2014	WHEELER	59	30	2	NAV+	196
11/1/2014	WHEELER	59	30	2	Republican	399
11/1/2014	YAMHILL	10	5	1	Democrat	913
11/1/2014	YAMHILL	10	5	1	Independent Party	150
11/1/2014	YAMHILL	10	5	1	NAV+	904
11/1/2014	YAMHILL	10	5	1	Republican	1061
11/1/2014	YAMHILL	23	12	1	Democrat	2469
11/1/2014	YAMHILL	23	12	1	Independent Party	369
11/1/2014	YAMHILL	23	12	1	NAV+	1950
11/1/2014	YAMHILL	23	12	1	Republican	3105
11/1/2014	YAMHILL	24	12	1	Democrat	9240
11/1/2014	YAMHILL	24	12	1	Independent Party	1403
11/1/2014	YAMHILL	24	12	1	NAV+	7283
11/1/2014	YAMHILL	24	12	1	Republican	9958
11/1/2014	YAMHILL	25	13	1	Democrat	3853
11/1/2014	YAMHILL	25	13	1	Independent Party	775
11/1/2014	YAMHILL	25	13	1	NAV+	3523
11/1/2014	YAMHILL	25	13	1	Republican	5356
11/1/2014	YAMHILL	32	16	1	Republican	1
12/1/2014	BAKER	60	30	2	Democrat	2189
12/1/2014	BAKER	60	30	2	Independent Party	540
12/1/2014	BAKER	60	30	2	NAV+	2295
12/1/2014	BAKER	60	30	2	Republican	4816
12/1/2014	BENTON	15	8	4	Democrat	262
12/1/2014	BENTON	15	8	4	Independent Party	39
12/1/2014	BENTON	15	8	4	NAV+	187
12/1/2014	BENTON	15	8	4	Republican	221
12/1/2014	BENTON	15	8	5	Democrat	2076
12/1/2014	BENTON	15	8	5	Independent Party	278
12/1/2014	BENTON	15	8	5	NAV+	1420
12/1/2014	BENTON	15	8	5	Republican	2737
12/1/2014	BENTON	16	8	4	Democrat	15941
12/1/2014	BENTON	16	8	4	Independent Party	1738
12/1/2014	BENTON	16	8	4	NAV+	10700
12/1/2014	BENTON	16	8	4	Republican	7767
12/1/2014	BENTON	23	12	4	Democrat	2877
12/1/2014	BENTON	23	12	4	Independent Party	317
12/1/2014	BENTON	23	12	4	NAV+	1806
12/1/2014	BENTON	23	12	4	Republican	2493
12/1/2014	BENTON	23	12	5	Democrat	316
12/1/2014	BENTON	23	12	5	Independent Party	45
12/1/2014	BENTON	23	12	5	NAV+	268
12/1/2014	BENTON	23	12	5	Republican	344
12/1/2014	CLACKAMAS	18	9	3	Democrat	743
12/1/2014	CLACKAMAS	18	9	3	Independent Party	104
12/1/2014	CLACKAMAS	18	9	3	NAV+	662
12/1/2014	CLACKAMAS	18	9	3	Republican	911
12/1/2014	CLACKAMAS	18	9	5	Democrat	3310
12/1/2014	CLACKAMAS	18	9	5	Independent Party	528
12/1/2014	CLACKAMAS	18	9	5	NAV+	3140
12/1/2014	CLACKAMAS	18	9	5	Republican	5193
12/1/2014	CLACKAMAS	26	13	5	Democrat	3212
12/1/2014	CLACKAMAS	26	13	5	Independent Party	572
12/1/2014	CLACKAMAS	26	13	5	NAV+	2655
12/1/2014	CLACKAMAS	26	13	5	Republican	3650
12/1/2014	CLACKAMAS	35	18	5	Democrat	187
12/1/2014	CLACKAMAS	35	18	5	Independent Party	17
12/1/2014	CLACKAMAS	35	18	5	NAV+	138
12/1/2014	CLACKAMAS	35	18	5	Republican	160
12/1/2014	CLACKAMAS	37	19	5	Democrat	9436
12/1/2014	CLACKAMAS	37	19	5	Independent Party	1192
12/1/2014	CLACKAMAS	37	19	5	NAV+	5888
12/1/2014	CLACKAMAS	37	19	5	Republican	9038
12/1/2014	CLACKAMAS	38	19	5	Democrat	9969
12/1/2014	CLACKAMAS	38	19	5	Independent Party	1252
12/1/2014	CLACKAMAS	38	19	5	NAV+	5414
12/1/2014	CLACKAMAS	38	19	5	Republican	7881
12/1/2014	CLACKAMAS	39	20	3	Democrat	7963
12/1/2014	CLACKAMAS	39	20	3	Independent Party	1084
12/1/2014	CLACKAMAS	39	20	3	NAV+	6273
12/1/2014	CLACKAMAS	39	20	3	Republican	8712
12/1/2014	CLACKAMAS	39	20	5	Democrat	5140
12/1/2014	CLACKAMAS	39	20	5	Independent Party	806
12/1/2014	CLACKAMAS	39	20	5	NAV+	3462
12/1/2014	CLACKAMAS	39	20	5	Republican	6892
12/1/2014	CLACKAMAS	40	20	3	Democrat	4
12/1/2014	CLACKAMAS	40	20	3	Independent Party	1
12/1/2014	CLACKAMAS	40	20	3	NAV+	6
12/1/2014	CLACKAMAS	40	20	3	Republican	14
12/1/2014	CLACKAMAS	40	20	5	Democrat	14656
12/1/2014	CLACKAMAS	40	20	5	Independent Party	1908
12/1/2014	CLACKAMAS	40	20	5	NAV+	10345
12/1/2014	CLACKAMAS	40	20	5	Republican	11605
12/1/2014	CLACKAMAS	41	21	5	Democrat	10904
12/1/2014	CLACKAMAS	41	21	5	Independent Party	1148
12/1/2014	CLACKAMAS	41	21	5	NAV+	6751
12/1/2014	CLACKAMAS	41	21	5	Republican	5702
12/1/2014	CLACKAMAS	48	24	3	Democrat	129
12/1/2014	CLACKAMAS	48	24	3	Independent Party	14
12/1/2014	CLACKAMAS	48	24	3	NAV+	80
12/1/2014	CLACKAMAS	48	24	3	Republican	210
12/1/2014	CLACKAMAS	48	24	5	Democrat	6013
12/1/2014	CLACKAMAS	48	24	5	Independent Party	823
12/1/2014	CLACKAMAS	48	24	5	NAV+	4468
12/1/2014	CLACKAMAS	48	24	5	Republican	4579
12/1/2014	CLACKAMAS	51	26	3	Democrat	4265
12/1/2014	CLACKAMAS	51	26	3	Independent Party	561
12/1/2014	CLACKAMAS	51	26	3	NAV+	3513
12/1/2014	CLACKAMAS	51	26	3	Republican	4723
12/1/2014	CLACKAMAS	51	26	5	Democrat	2140
12/1/2014	CLACKAMAS	51	26	5	Independent Party	297
12/1/2014	CLACKAMAS	51	26	5	NAV+	1766
12/1/2014	CLACKAMAS	51	26	5	Republican	2023
12/1/2014	CLACKAMAS	52	26	3	Democrat	5755
12/1/2014	CLACKAMAS	52	26	3	Independent Party	902
12/1/2014	CLACKAMAS	52	26	3	NAV+	4981
